Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Staphylococcus aureus infection	9/95	1.600836e-11	1.552811e-09	0	0	3.847093e+01	9.563069e+02	C3;HLA-DRB5;C1S;C1R;CFI;HLA-DRA;CFB;HLA-DRB1;HLA-DPA1
KEGG_2021_Human	Antigen processing and presentation	7/78	4.839230e-09	2.347026e-07	0	0	3.497535e+01	6.696559e+02	CD74;HLA-DRB5;HSPA5;HLA-B;HLA-DRA;HLA-DRB1;HLA-DPA1
KEGG_2021_Human	Complement and coagulation cascades	7/85	8.887169e-09	2.403046e-07	0	0	3.182532e+01	5.899987e+02	C3;C1S;C1R;CFI;SERPING1;A2M;CFB
KEGG_2021_Human	Systemic lupus erythematosus	8/135	9.909468e-09	2.403046e-07	0	0	2.268862e+01	4.181461e+02	C3;HLA-DRB5;C1S;C1R;ACTN1;HLA-DRA;HLA-DRB1;HLA-DPA1
KEGG_2021_Human	Phagosome	8/152	2.514592e-08	4.878309e-07	0	0	1.999293e+01	3.498477e+02	COLEC12;C3;HLA-DRB5;C1R;HLA-B;HLA-DRA;HLA-DRB1;HLA-DPA1
KEGG_2021_Human	Allograft rejection	5/38	1.221975e-07	1.975526e-06	0	0	5.199582e+01	8.276501e+02	HLA-DRB5;HLA-B;HLA-DRA;HLA-DRB1;HLA-DPA1
KEGG_2021_Human	Graft-versus-host disease	5/42	2.051029e-07	2.807302e-06	0	0	4.636533e+01	7.140147e+02	HLA-DRB5;HLA-B;HLA-DRA;HLA-DRB1;HLA-DPA1
KEGG_2021_Human	Type I diabetes mellitus	5/43	2.315301e-07	2.807302e-06	0	0	4.514292e+01	6.897187e+02	HLA-DRB5;HLA-B;HLA-DRA;HLA-DRB1;HLA-DPA1
KEGG_2021_Human	Rheumatoid arthritis	6/93	4.712820e-07	5.079373e-06	0	0	2.401694e+01	3.498742e+02	HLA-DRB5;HLA-DRA;CCL2;HLA-DRB1;VEGFA;HLA-DPA1
KEGG_2021_Human	Autoimmune thyroid disease	5/53	6.737590e-07	6.020328e-06	0	0	3.572019e+01	5.075979e+02	HLA-DRB5;HLA-B;HLA-DRA;HLA-DRB1;HLA-DPA1
KEGG_2021_Human	Hematopoietic cell lineage	6/99	6.827176e-07	6.020328e-06	0	0	2.246067e+01	3.188782e+02	HLA-DRB5;CD9;HLA-DRA;CD44;HLA-DRB1;HLA-DPA1
KEGG_2021_Human	Viral myocarditis	5/60	1.260781e-06	1.019131e-05	0	0	3.116301e+01	4.233114e+02	HLA-DRB5;HLA-B;HLA-DRA;HLA-DRB1;HLA-DPA1
KEGG_2021_Human	Asthma	4/31	2.638311e-06	1.968586e-05	0	0	4.999372e+01	6.421879e+02	HLA-DRB5;HLA-DRA;HLA-DRB1;HLA-DPA1
KEGG_2021_Human	Leishmaniasis	5/77	4.377591e-06	3.033045e-05	0	0	2.378472e+01	2.934800e+02	C3;HLA-DRB5;HLA-DRA;HLA-DRB1;HLA-DPA1
KEGG_2021_Human	Cell adhesion molecules	6/148	7.120131e-06	4.604351e-05	0	0	1.467383e+01	1.739228e+02	HLA-DRB5;HLA-B;HLA-DRA;HLA-DRB1;CD99;HLA-DPA1
KEGG_2021_Human	ECM-receptor interaction	5/88	8.452401e-06	5.124268e-05	0	0	2.062111e+01	2.408764e+02	COL1A1;COL6A2;COL6A1;TNC;CD44
KEGG_2021_Human	Intestinal immune network for IgA production	4/48	1.567446e-05	8.943663e-05	0	0	3.065177e+01	3.391152e+02	HLA-DRB5;HLA-DRA;HLA-DRB1;HLA-DPA1
