Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	ECM-receptor interaction	5/88	8.723505e-09	7.327744e-07	0	0	9.989960e+01	1.853861e+03	COL1A2;VWF;COL4A2;COL4A1;FN1
KEGG_2021_Human	Focal adhesion	5/201	5.471215e-07	2.297910e-05	0	0	4.206420e+01	6.065067e+02	COL1A2;VWF;COL4A2;COL4A1;FN1
KEGG_2021_Human	AGE-RAGE signaling pathway in diabetic complications	4/100	1.331900e-06	3.028044e-05	0	0	6.374038e+01	8.623376e+02	COL1A2;COL4A2;COL4A1;FN1
KEGG_2021_Human	Amoebiasis	4/102	1.441926e-06	3.028044e-05	0	0	6.243328e+01	8.396983e+02	COL1A2;COL4A2;COL4A1;FN1
KEGG_2021_Human	Relaxin signaling pathway	4/129	3.683421e-06	6.188148e-05	0	0	4.888123e+01	6.115858e+02	COL1A2;COL4A2;COL4A1;FOS
KEGG_2021_Human	Human papillomavirus infection	5/331	6.329849e-06	8.861788e-05	0	0	2.512398e+01	3.007399e+02	COL1A2;VWF;COL4A2;COL4A1;FN1
KEGG_2021_Human	PI3K-Akt signaling pathway	5/354	8.771756e-06	1.052611e-04	0	0	2.344078e+01	2.729439e+02	COL1A2;VWF;COL4A2;COL4A1;FN1
KEGG_2021_Human	Human T-cell leukemia virus 1 infection	4/219	2.976454e-05	3.125277e-04	0	0	2.829052e+01	2.948492e+02	ZFP36;HLA-DRA;FOS;HLA-DRB1
KEGG_2021_Human	Leishmaniasis	3/77	3.588768e-05	3.349517e-04	0	0	5.765154e+01	5.900703e+02	HLA-DRA;FOS;HLA-DRB1
KEGG_2021_Human	Small cell lung cancer	3/92	6.112669e-05	4.419176e-04	0	0	4.789888e+01	4.647418e+02	COL4A2;COL4A1;FN1
KEGG_2021_Human	Th1 and Th2 cell differentiation	3/92	6.112669e-05	4.419176e-04	0	0	4.789888e+01	4.647418e+02	HLA-DRA;FOS;HLA-DRB1
KEGG_2021_Human	Rheumatoid arthritis	3/93	6.313109e-05	4.419176e-04	0	0	4.736429e+01	4.580267e+02	HLA-DRA;FOS;HLA-DRB1
KEGG_2021_Human	Protein digestion and absorption	3/103	8.558725e-05	5.530253e-04	0	0	4.260643e+01	3.990507e+02	COL1A2;COL4A2;COL4A1
