Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Ribosome	72/158	7.103339e-97	1.456184e-94	0	0	9.248811e+01	2.047596e+04	RPL4;RPL5;RPL3;RPL32;RPL31;RPL34;RPLP1;RPLP0;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPLP2;RPL37;RPS11;RPL39;RPS10;RPS13;RPS12;RPS9;RPL21;RPS7;RPS8;RPL23;RPS5;RPL22;RPS6;RPL13A;RPSA;RPS3A;RPL37A;RPL24;RPL27;RPL26;RPL29;RPL28;UBA52;RPL10;RPL12;RPL11;RPL36A;RPS15A;RPS3;RPL13;RPL15;RPS2;RPL18;RPL17;RPL19;RPL41;RPL35A;RPS26;RPS25;RPS28;RPS29;RPS20;FAU;RPS21;RPS24;RPS23
KEGG_2021_Human	Coronavirus disease	74/232	1.645220e-85	1.686351e-83	0	0	5.213636e+01	1.017816e+04	RPL4;RPL5;RPL3;RPL32;RPL31;RPL34;RPLP1;RPLP0;RPL8;RPL10A;RPL9;RPL6;RPL7;RPS15;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPLP2;RPL37;RPS11;RPL39;RPS10;RPS13;RPS12;RPS9;RPL21;RPS7;RPS8;RPL23;RPS5;RPL22;RPS6;RPL13A;RPSA;RPS3A;RPL37A;RPL24;RPL27;RPL26;RPL29;RPL28;UBA52;CFB;RPL10;RPL12;RPL11;RPL36A;PIK3R1;RPS15A;RPS3;RPL13;RPL15;RPS2;RPL18;RPL17;RPL19;RPL41;RPL35A;RPS26;RPS25;RPS28;RPS29;RPS20;FAU;RPS21;RPS24;RPS23
KEGG_2021_Human	Spliceosome	13/150	5.346507e-08	3.653447e-06	0	0	7.852690e+00	1.314873e+02	DDX5;FUS;HNRNPU;LSM7;HNRNPK;SNRPD2;DDX39B;SNRNP70;SRSF3;SRSF5;HNRNPC;SRSF6;HNRNPA1
KEGG_2021_Human	Protein processing in endoplasmic reticulum	13/171	2.491114e-07	1.276696e-05	0	0	6.801688e+00	1.034221e+02	PDIA3;HSP90AB1;RPN2;HSPA5;SSR4;PRKCSH;RPN1;PDIA4;HSP90B1;GANAB;SEC61G;CALR;P4HB
KEGG_2021_Human	PI3K-Akt signaling pathway	14/354	1.574735e-04	6.456415e-03	0	0	3.386590e+00	2.965384e+01	HSP90AB1;LAMB2;RPS6;PIK3R1;HSP90B1;COL1A2;RELN;CCND1;PPP2R1A;COL6A2;COL6A1;ERBB2;DDIT4;COL9A2
KEGG_2021_Human	Focal adhesion	10/201	2.285145e-04	7.807578e-03	0	0	4.266798e+00	3.577245e+01	COL1A2;RELN;CCND1;LAMB2;COL6A2;COL6A1;ERBB2;PIK3R1;COL9A2;ACTG1
KEGG_2021_Human	Protein digestion and absorption	7/103	3.134249e-04	9.178873e-03	0	0	5.897548e+00	4.758113e+01	COL16A1;COL1A2;ELN;COL6A2;COL6A1;COL9A2;ATP1B1
KEGG_2021_Human	ECM-receptor interaction	6/88	8.277249e-04	2.121045e-02	0	0	5.898041e+00	4.185739e+01	RELN;COL1A2;LAMB2;COL6A2;COL6A1;COL9A2
KEGG_2021_Human	Human papillomavirus infection	12/331	9.878102e-04	2.250012e-02	0	0	3.071205e+00	2.125280e+01	COL1A2;RELN;CCND1;PPP2R1A;LAMB2;COL6A2;WNT5A;COL6A1;HES1;COL9A2;HLA-A;PIK3R1
KEGG_2021_Human	Proteoglycans in cancer	9/205	1.140388e-03	2.337796e-02	0	0	3.725675e+00	2.524662e+01	CD63;DDX5;COL1A2;CCND1;RPS6;WNT5A;ERBB2;PIK3R1;ACTG1
KEGG_2021_Human	Amyotrophic lateral sclerosis	12/364	2.196825e-03	3.646452e-02	0	0	2.778552e+00	1.700680e+01	SEM1;HSPA5;NDUFB11;FUS;TUBB;COX4I1;HNRNPA2B1;SRSF3;PFN1;HNRNPA1;COX7C;ACTG1
KEGG_2021_Human	Vitamin B6 metabolism	2/6	2.258314e-03	3.646452e-02	0	0	3.981048e+01	2.425707e+02	PDXK;PSAT1
KEGG_2021_Human	RNA transport	8/186	2.414355e-03	3.646452e-02	0	0	3.634878e+00	2.190495e+01	EIF4A2;EEF1A1;EIF4A1;DDX39B;FUS;RNPS1;EIF4G2;RAN
