Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2021_Human,Ribosome,72/158,7.103338858956885e-97,1.4561844660861614e-94,0,0,92.48811079174288,20475.960336306587,RPL4;RPL5;RPL3;RPL32;RPL31;RPL34;RPLP1;RPLP0;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPLP2;RPL37;RPS11;RPL39;RPS10;RPS13;RPS12;RPS9;RPL21;RPS7;RPS8;RPL23;RPS5;RPL22;RPS6;RPL13A;RPSA;RPS3A;RPL37A;RPL24;RPL27;RPL26;RPL29;RPL28;UBA52;RPL10;RPL12;RPL11;RPL36A;RPS15A;RPS3;RPL13;RPL15;RPS2;RPL18;RPL17;RPL19;RPL41;RPL35A;RPS26;RPS25;RPS28;RPS29;RPS20;FAU;RPS21;RPS24;RPS23
KEGG_2021_Human,Coronavirus disease,74/232,1.6452204506837868e-85,1.6863509619508816e-83,0,0,52.13636363636363,10178.15780539245,RPL4;RPL5;RPL3;RPL32;RPL31;RPL34;RPLP1;RPLP0;RPL8;RPL10A;RPL9;RPL6;RPL7;RPS15;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPLP2;RPL37;RPS11;RPL39;RPS10;RPS13;RPS12;RPS9;RPL21;RPS7;RPS8;RPL23;RPS5;RPL22;RPS6;RPL13A;RPSA;RPS3A;RPL37A;RPL24;RPL27;RPL26;RPL29;RPL28;UBA52;CFB;RPL10;RPL12;RPL11;RPL36A;PIK3R1;RPS15A;RPS3;RPL13;RPL15;RPS2;RPL18;RPL17;RPL19;RPL41;RPL35A;RPS26;RPS25;RPS28;RPS29;RPS20;FAU;RPS21;RPS24;RPS23
KEGG_2021_Human,Spliceosome,13/150,5.3465073151868735e-08,3.653446665377697e-06,0,0,7.852690258400321,131.48730861585113,DDX5;FUS;HNRNPU;LSM7;HNRNPK;SNRPD2;DDX39B;SNRNP70;SRSF3;SRSF5;HNRNPC;SRSF6;HNRNPA1
KEGG_2021_Human,Protein processing in endoplasmic reticulum,13/171,2.491114124114066e-07,1.2766959886084588e-05,0,0,6.801687763713081,103.4221491521232,PDIA3;HSP90AB1;RPN2;HSPA5;SSR4;PRKCSH;RPN1;PDIA4;HSP90B1;GANAB;SEC61G;CALR;P4HB
KEGG_2021_Human,PI3K-Akt signaling pathway,14/354,0.00015747352535693543,0.0064564145396343,0,0,3.386590229312064,29.653841555530065,HSP90AB1;LAMB2;RPS6;PIK3R1;HSP90B1;COL1A2;RELN;CCND1;PPP2R1A;COL6A2;COL6A1;ERBB2;DDIT4;COL9A2
KEGG_2021_Human,Focal adhesion,10/201,0.00022851447498935395,0.0078075778954695,0,0,4.266797556719022,35.772450978066864,COL1A2;RELN;CCND1;LAMB2;COL6A2;COL6A1;ERBB2;PIK3R1;COL9A2;ACTG1
KEGG_2021_Human,Protein digestion and absorption,7/103,0.0003134249382008627,0.0091788731901681,0,0,5.897548010973937,47.58112635652471,COL16A1;COL1A2;ELN;COL6A2;COL6A1;COL9A2;ATP1B1
KEGG_2021_Human,ECM-receptor interaction,6/88,0.0008277248652302772,0.0212104496715258,0,0,5.898040783686525,41.85739128367812,RELN;COL1A2;LAMB2;COL6A2;COL6A1;COL9A2
KEGG_2021_Human,Human papillomavirus infection,12/331,0.0009878101809006766,0.022500120787182,0,0,3.071204657411554,21.252797663421354,COL1A2;RELN;CCND1;PPP2R1A;LAMB2;COL6A2;WNT5A;COL6A1;HES1;COL9A2;HLA-A;PIK3R1
KEGG_2021_Human,Proteoglycans in cancer,9/205,0.0011403883605655,0.0233779613915936,0,0,3.725675332373613,25.24661568078209,CD63;DDX5;COL1A2;CCND1;RPS6;WNT5A;ERBB2;PIK3R1;ACTG1
