Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2021_Human,Ribosome,32/158,3.354362598585061e-46,3.790429736401119e-44,0,0,94.82599580712788,9929.102243965826,RPL4;RPL30;RPL12;RPL34;RPLP0;RPL6;RPS15;RPS15A;RPL18A;RPS19;RPL14;RPS3;RPS2;RPL37;RPL17;RPL39;RPS10;RPS13;RPL19;RPS12;RPS7;RPL35A;RPS3A;RPL23A;RPS26;RPS25;RPS27;RPS29;RPL24;RPL26;RPL29;RPS23
KEGG_2021_Human,Coronavirus disease,32/232,1.870240726091494e-40,1.0566860102416939e-38,0,0,59.51698113207547,5444.454914449836,RPL4;RPL30;RPL12;RPL34;RPLP0;RPL6;RPS15;RPS15A;RPL18A;RPS19;RPL14;RPS3;RPS2;RPL37;RPL17;RPL39;RPS10;RPS13;RPL19;RPS12;RPS7;RPL35A;RPS3A;RPL23A;RPS26;RPS25;RPS27;RPS29;RPL24;RPL26;RPL29;RPS23
KEGG_2021_Human,Parkinson disease,10/249,1.030934991408712e-07,3.883188467639482e-06,0,0,10.976847977684798,176.59146336291872,TUBB2B;TUBA1B;UBB;NDUFA4;TUBB;NDUFB2;GNAS;UQCR11;COX7C;ATP5F1E
KEGG_2021_Human,Oxidative phosphorylation,7/133,1.5733632218540374e-06,4.444751101737656e-05,0,0,14.094729344729345,188.33793215803192,NDUFA4;NDUFB2;UQCR11;COX7C;ATP5MG;ATP5F1E;ATP5MF
KEGG_2021_Human,Amyotrophic lateral sclerosis,10/364,3.282724899790004e-06,7.41895827352541e-05,0,0,7.367608286252354,93.02958683511606,TUBB2B;TUBA1B;NDUFA4;TUBB;HNRNPA2B1;NDUFB2;UQCR11;HNRNPA1;COX7C;ATP5F1E
KEGG_2021_Human,Huntington disease,9/306,6.072600416184873e-06,0.00010470882821470512,0,0,7.8221690590111645,93.95773300211202,TUBB2B;TUBA1B;NDUFA4;TUBB;NDUFB2;SLC1A3;UQCR11;COX7C;ATP5F1E
KEGG_2021_Human,Thermogenesis,8/232,6.486387588521557e-06,0.00010470882821470512,0,0,9.133116883116884,109.10243144789128,NDUFA4;NDUFB2;GNAS;UQCR11;COX7C;ATP5MG;ATP5F1E;ATP5MF
KEGG_2021_Human,Prion disease,8/273,2.1105737889224788e-05,0.0002981185476853001,0,0,7.703994119088459,82.94093579638466,TUBB2B;TUBA1B;NDUFA4;TUBB;NDUFB2;UQCR11;COX7C;ATP5F1E
KEGG_2021_Human,Alzheimer disease,8/369,0.0001738810491593484,0.0020967616708006,0,0,5.627657660898658,48.71941527915508,TUBB2B;TUBA1B;NDUFA4;TUBB;NDUFB2;UQCR11;COX7C;ATP5F1E
KEGG_2021_Human,Pathways of neurodegeneration,9/475,0.0001855541301593488,0.0020967616708006,0,0,4.942427151569912,42.46614420790132,TUBB2B;TUBA1B;UBB;NDUFA4;TUBB;NDUFB2;UQCR11;COX7C;ATP5F1E
KEGG_2021_Human,Gap junction,4/88,0.0005399590120906342,0.0055468516696583,0,0,11.65843621399177,87.71827605441369,TUBB2B;TUBA1B;TUBB;GNAS
